movie_title,storyline,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Sci-Fi,Fantasy,Horror,Family,Mystery,Biography,Animation,Music,War,History,Sport,Musical,Documentary,Western,Others
The Wash ,"With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash, the first order of business is impressing Mr. Washington (George Wallace) the gun-toting, dominoes-playing owner of The Wash. Unaware that the two are roomies, Mr. Washington hires Sean as Dee Loc's supervisor. Comic tensions flare between the two, especially when Dee Loc suspects Sean of trying to slow his roll with the side hustles he's got going on in the car wash parking lot...and with the ladies in the locker room. But there are bigger things to worry about at The Wash. One is the menacing phone calls from a disgruntled employee, and the other is figuring out how to get money to pay off the kidnappers who've snatched Mr. Washington! If Sean, Dee Loc, and the rest of the gang don't settle their differences and get Mr. Washington back, the good times at The Wash ...",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Strikes ,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cooler ,"The unluckiest man in Vegas - a guy whose bad luck is contagious - is used by the last of the old time mob run casinos to kill high rollers' action. That is, until he falls in love with a cocktail waitress and gets ""lady luck,"" which throws the situation into reverse. Things turn nasty when the casino director tries to break up the romance.",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Misfits ,"Roslyn Taber, the type of woman who turns heads easily, recently came to Reno to get a quickie divorce, she having no idea what to do with her life after that. She cannot tolerate seeing animal suffering, let alone human suffering. Coinciding with getting the divorce, Roslyn meets friends Gay Langland and Guido, a divorced aging grizzled cowboy and a widowed mechanic respectively. Although Guido makes no bones about wanting to get to know Roslyn in the biblical sense and although he ""saw her first"", Roslyn begins a relationship with Gay, despite Roslyn's friend Izzy Steers, who originally came to Reno years ago to get her own divorce and never left, warning her about cowboys as being unreliable, and despite Roslyn initially not being interested in Gay ""in that way"". Gay has grown children who he rarely sees and wishes he was there for more than was the case. Gay and Roslyn move into the under construction farmhouse owned by Guido, which he was building for his wife before she died. ...",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Night Listener ,"Gabriel Noone is a late night radio-host in a big city, specializing in spooky tales culled from his active imagination. When Gabriel's lover decides he needs some ""space"" and moves out, Gabriel descends into a funk until a publisher friend brings him a manuscript written by 14 year-old Pete Logand, a troubled young fan. Pete's story touches the vulnerable Gabriel deeply. Pete was severely abused by his parents and is now under the care of his former social worker, Donna Logand, who has adopted him. Pete is very ill and he and Donna are keeping a low profile in a small town in Wisconsin to avoid discovery by Pete's mother. Gabriel develops an unsettling long-distance telephone relationship with the boy and his guardian. Nothing is as it seems and the skepticism of friends causes Gabriel to become suspicious of Donna and her motives, so he tries to resolve the loose ends by traveling to Wisconsin to confront Donna and Pete. But this effort is largely unsuccessful and we are left ...",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Jerky Boys ,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Soul to Take ,"In the sleepy town of Riverton, legend tells of a serial killer who swore he would return to murder the seven children born the night he died. Now, 16 years later, people are disappearing again. Has the psychopath been reincarnated as one of the seven teens, or did he survive the night he was left for dead? Only one of the kids knows the answer. Adam ""Bug"" Heller (Max Thieriot) was supposed to die on the last night the Riverton Ripper wrecked havoc on that terrifying night. Unaware of terrifying crimes being committed to the seven children, he has been plagued by nightmares of their murders while not aware if they hold true or if he is simply imagining the images that haunt him. But if Bug hopes to save his friends from the monster that's returned, he must face an evil that won't rest...until it finishes the job it began the day he was born.",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Orphanage ,"Laura, a former orphan, raises her adopted son Simón together with her husband Carlos in an old house and former orphanage where she was raised. While at the orphanage Simón tells Laura that he has five invisible friends which she believes are a product of his active imagination. Laura decides to reopen the orphanage to cater for disabled children and throws a party. During the party Simón tries to persuade Laura to go and take a look at his friends cabin but she's too busy. Later on she sees a mysterious masked boy and realizes that Simón has also disappeared. Laura feels the presence of other people in the house and months later Laura invites a team of parapsychologists to try to unravel the mystery.",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Haunted House 2 ,"After losing his beloved Kisha in a car accident, Malcolm starts anew, by remarrying Megan, a mother of two. When things begin to get back into their paranormal ways, targeting both the children and the property, things complicate even more when his back-to-life Kisha moves into the neighborhood.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rules of Attraction ,"Camden College. Sean Bateman is the younger brother of depraved Wall Street broker Patrick Bateman. He's also a drug dealer who owes a lot of money to ""fellow"" dealer Rupert Guest, as well as a well-known womanizer, for he sleeps with nearly half of the female population on campus. Lauren Hynde is, technically, a virgin. She's saving herself for her shallow boyfriend, Victor Johnson, who's left the States to backpack across Europe. Her slutty roommate, Lara, has the hots for Victor as well. Paul Denton, who used to date Lauren, is openly bisexual and attracted to Mitchell Allen, who's dating Candice to prove to Paul that he's not gay. Sean loves Lauren. Paul loves Sean. And Lauren may love Sean.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Topaz ,"A high ranking Russian official defects to the United States, where he is interviewed by US agent Michael Nordstrom. The defector reveals that a French spy ring codenamed ""Topaz"" has been passing NATO secrets to the Russians. Michael calls in his French friend and counterpart Andre Devereaux to expose the spies.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let's Go to Prison ,"John Lyshitski is a car stealing slacker, with a weed problem, and has been in Illinois' Rossmore State Penitentiary so many times, he knows its entire population of both staff and cons by their first names. Cursed with the old ill luck of being in the wrong place, at the wrong time, in possession of the wrong car, he's been deemed a lost cause repeat offender in the eyes of everyone else. When the heartless judge, who has been behind most of his sentences, goes to the big court house in the sky, John decides to ruin the man's legacy by having the judge's only offspring, Nelson Biederman IV, thrown in the slammer along with him. Here, the world-class selfish jerk learns a certain old lesson the hard way: Do unto others as you would have others do unto you. But has John gone too far in the payback department?",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Rooms ,"This movie features the collaborative directorial efforts of four new filmmakers, each of whom directs a segment of this comedy. It's New Year's Eve at the Mon Signor Hotel, a former grand old Hollywood hotel, now fallen upon hard times. Often using physical comedy and sight gags, this movie chronicles the slapstick misadventures of Ted, the Bellhop. He's on his first night on the job, when he's asked to help out a coven of witches in the Honeymoon Suite. Things only get worse when he delivers ice to the wrong room and ends up in a domestic argument at a really bad time. Next, he foolishly agrees to watch a gangster's kids for him while he's away. Finally, he finishes off the night refereeing a ghastly wager.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Secretary ,"An emotionally fragile woman recently released from a mental hospital for self mutilation goes to school to gain secretarial skills to gain employment. She has an alcoholic father and a co-dependent mother who are clueless as to who she really is which a tormented soul who really wants to find something with which she can find success. She is a great secretary and finds a job with a unique, old fashioned, but off center in charge boss with a somewhat sadistic sexual proclivity. She grows and evolves and so does he.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Real Cancun ,"After a nationwide casting search including college campuses across the country--Arizona State University, University of Oklahoma, University of Vermont, University of Wisconsin at Madison, University of Georgia, Texas Tech, Boston University and Washington State University--the filmmakers cast a unique collection of real people ready to explore reality's barriers beyond the limits of television, while on the ultimate Spring Break vacation, with surprising results. Designed to be the first true reality feature film, six camera crews followed the cast--made up of 16 American college students--and filmed their exploits as they immersed and indulged in the Spring Break revelry of Cancun, Mexico. Filmed 24 hours a day over the course of a week in March 2003, the movie was shot on location and reveals the students' exploits through interviews and planned group activities, as well as through their own spontaneous adventures.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Talk Radio ,"An acerbic radio talk show host based in Dallas starts what could be an important few days when he discovers that his controversial late night show is about to be ""picked up"" by a nationwide network of radio stations. However, all is not perfect for him, because on top of troubles with his love life and fears that the management of the network will try to alter the content of his show he has to cope with a neo-nazi group who have been angered by his forthright opinions.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waiting for Guffman ,"A town of Blaine, Missouri is preparing for celebrations of its 150th anniversary. Corky St.Clair, an off-off-off-off-off-Broadway director is putting together an amateur theater show about the town's history, starring a local dentist, a couple of travel agents, a Dairy Queen waitress, and a car repairman. He invites a Broadway theater critic Mr. Guffman to see the opening night of the show.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Stinks ,"Seth Winnick has it all: a successful career in television, good friends, and a passionate relationship with beautiful Chelsea. However, when he fails to make a timely marriage proposal, Chelsea tries to make his life hell.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You Kill Me ,"Frank Falenczyk loves his job. He just happens to be the hit-man for his Polish mob family in Buffalo, New York. But Frank's got a drinking problem and when he messes up a critical assignment that puts the family business in peril, his uncle sends him to San Francisco to clean up his act. Frank is not a touchy-feely kind of guy, but he starts going to AA meetings, gets a sponsor and a job at a mortuary where he falls for the tart-tongued Laurel, a woman who is dangerously devoid of boundaries. Meanwhile, things aren't going well in Buffalo where an upstart Irish gang is threatening the family business. When violence erupts, Frank is forced to return home and with an unlikely assist from Laurel, faces old rivals on new terms.",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thumbsucker ,"Justin is a teenager boy, who has an oral obsession with his thumb. His mother seems to be a normal housekeeper, but she has her own obsessions as well, like a crush on a TV-star. The only person who's aware of Justin's problem is his father, manager in a store, but none of his advices seem to be working for Justin. The kid is signed up in a debate workshop, but the thing isn't going well, because he has his mind in a pretty classmate and, of course, in his thumb, affecting all the rest of his classes. So, Justin is a loner kid in the school, who prefers to lock himself in the bathroom and suck his thumb. Justin's dentist, a mystical-hippie person, will try to help to overcome his thumb problem, through the hypnosis. But the school's psychologist will diagnose Justin with the Attention Deficit Disorder, and will prescribe him some drugs. Suddenly, Justin's problem with his thumb will disappear, becoming an hyperactive genius, winning several debate contests and the admiration from his...",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red State ,"The teenager Jarod invites his best friends Travis and Billy-Ray to have a foursome with a thirty-eight year-old woman. While driving to meet the woman, Travis hit a car parked on the road. When they meet the woman, she gives spiked beer to them and they pass out. When the three friends wake up, they find that they are trapped in the fundamentalist Five Points Trinity Church of the infamous Pastor Abin Cooper and that they will be killed. Meanwhile the church is under siege by ATF agents led by Agent Joseph Keenan that have been ordered to destroy the terrorist cell. Will the teenagers be saved by the agents of the law enforcement agency?",0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mirrormask ,"In a fantasy world of opposing kingdoms, a 15-year-old girl named Helena who works at the family circus with her father and mother, who wishes--quite ironically--that she could run away from the circus and join 'real life'. But such is not to be the case, as she finds herself on a strange journey into the Dark Lands, a fantastic landscape filled with giants, Monkeybirds and dangerous sphinxes. She must find the fabled MirrorMask in order to save the kingdom and get back home.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsara ,"Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Barbarians ,Two twin barbarians seek revenge from the warlord who massacred their tribe and captured them when they were small children.,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art of Getting By ,"Believing the quote that you are born alone, die alone and everything else is an illusion, George doesn't see the point of life, school, or homework. Then he meets Sally and he now has a reason to go to school and make friends, even if he's not ready to admit to himself or to her that he likes her. The school's principal and art teacher introduce him to an alumni, and successful artist, Dustin, who can help guide George along life's path, but other distractions start surfacing, and George might not even be able to graduate from high school.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zipper ,"Sam Ellis is a man on the rise - a federal prosecutor on the cusp of a bright political future. But what was meant to be a one-time experience with a high-end escort instead turns into a growing addiction. His moral compass unraveling, his new demon threatens to destroy his life, family and career.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poolhall Junkies ,"Obsessed by the world of pool, Johnny (Mars Callahan) could be one of the best. But his mentor and ""trainer"" Joe (Chazz Palminteri), a shady hustler who decides how and who Johnny plays, is holding him back from his dream. When the day finally comes, Johnny breaks from Joe, which leads to only one thing -- violence. Joe is beaten up by some of Johnny's buddies as a sign to leave him alone, and with this final act of freedom, Johnny leaves the world of pool-sharking. After an ultimatum from his girlfriend Tara ('Alison Eastwood'), Johnny finally commits to a ""real"" job in the construction business, but is soon miserable there. He finds himself spending most of his time with his younger brother Danny (Michael Rosenbaum) who it seems is following in his footsteps on the road to a life Johnny left when he broke from Joe. As for Joe, he is bent on revenge for the beating he took, and soon he has a new protégé Brad (Rick Schroder) who is just as good if not better then Johnny. And he's got ...",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Loss of Sexual Innocence ,"Non-linear film tells the sexual story of a film director from his life at age 5, 12 and 16, a man embarking on his first film in 1950s Tunisia, and finally to his current life. Along the way, as a teen, he has sexual exploits with an older woman, gets involved with an Italian couple in Tunisia that culminates in the killing of a local boy and the brutal revenge murder of the woman and, ultimately, is married to a cold woman.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy Motors ,"We see a few seconds of a black and white, silent art film. There is a dark movie theater filled with people watching this film. The camera mostly remains on the audience. Cut to a man sleeping on twin bed with a sleeping dog next to another empty twin bed with the same sheets. He gets up and looks out the window and we see he is next to an airport. One of the walls is covered in wallpaper with skinny bare trees. He puts his ear to the wall. There is a hole in the wall and he looks through it but we don't know if he can see anything. He has a metal instrument on the middle finger of his right hand. He sticks the instrument into the hole in the wall. His hand shakes a little and he turns the instrument. This allows him to open a door in the wall. The dog joins him as he steps through the door. There is a set of double doors and he steps through them. It seems as though he has stepped through the fire exit on the balcony of a movie theater, presumably the theatre that the film opened in...",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe ,"In order to provide for his destitute family of drifters, a likable, sincere, able-bodied 15-year-old boy comes to hire on among a burned-out ex-con's group of aging forest laborers. As the man becomes more and more aware of the boy's abusive home life, his deeply buried humanity is roused. Drinking and smoking incessantly to remain detached from his volatile temper, he finally takes the matter into his own hands - come what may - when the boy's alcoholic father finally goes too far.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shooting Fish ,"Dylan and Jez are con artists, Dylan is a charming American who's run from some characters in the states and Jez is an English techno nerd. During one of their scams selling a voice recognition computer they hire Georgie as a secretary for the job. The romantic triangle between Dylan, Jez and Georgie appears, but she is also not a secretary, but a student, and her marriage with rich Roger is upcoming.",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prison ,"After Charles Forsyth was sent to the electric chair for a crime he didn't commit, he forever haunts the prison where he was executed. Flash forward several years when the prison is reopened, under the control of its new warden Eaton Sharpe, a former security guard who framed Charlie. When prisoners are ordered to break down the wall to the execution room, they unknowingly release the angry spirit of Charles Forsyth, a powerful being distributing his murderous rage to all, leading up to the Warden himself.",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psycho Beach Party ,"Spoof of 1960's Beach Party/Gidget surfing movies mixed with slasher horror films stars Lauren Ambrose as Florence Forrest, a not-so-innocent girl in 1960's Malibu who becomes ""Chicklet"" the first girl surfer at Malibu Beach, only Florence suffers from dissociative identity disorder and occasionally her alter ego Ann Bowman, a sexually aggressive, foul-speaking girl, comes out in which during that time several beach goers are found murdered. The suspects include Chicklet herself, surfer Kanaka, B-horror film actress Bettina Barnes, exchange student Lars, and even Chicklet's own mother.",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Big Tease ,"Flamboyant Glasgow hairdresser, Crawford Mackinzie, gets a letter from the World Hairdresser International Federation inviting him to its prestigious annual contest in L.A. Filmmaker Martin Samuels is making a fly-on-the-wall documentary about Crawford; he and the crew go too. After maxing out his credit card at the Century Plaza Hotel, Crawford discovers he's been invited to participate in the audience, not the contest; he tries every angle imaginable to get in the competition: he phones fellow Scot Sean Connery, he gets a union card, he asks the reigning champion for help, and he connects with Connery's publicist, who's having a bad hair day. Will he succeed, for the little people?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buen Día, Ramón ","A beloved box office hit in Mexico, BUEN DÍA, RAMÓN (GOOD DAY, RAMON) tells the heartwarming story of a young man from a small Mexican town who travels to Germany to find work to support his family and becomes stranded without shelter or money. He struggles to survive on the streets until he meets Ruth, a lonely senior citizen with whom he develops an astonishing and touching friendship that transcends borders and prejudices.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trust ,"A suburban family is torn apart when fourteen-year-old Annie (Liana Liberato) meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend (Chris Henry Coffey) is not who he originally claimed to be. Shocked into disbelief, her parents (Clive Owen and Catherine Keener) are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Everlasting Piece ,"Colm is a Catholic and George is a poetry-loving Protestant. In Belfast in the 1980s, they could have been enemies, but instead they became business partners. After persuading a mad wig salesman, known as the Scalper, to sell them his leads, the two embark on a series of house calls--always in neighborhoods that are dangerous for one or the other partner. Then they find out they may lose their exclusive wig distributorship to competitors. Through a series of comic twists, the pair are given large orders for wigs by both sides of the Protestant/Catholic conflict. Should they compromise their principles in order to keep their business? Will it destroy their friendship? Could one of their wigs in the hands of the IRA actually put one or both of them in jail or even get them killed?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Among Giants ,"A manager hires Ray, off the books, to paint all the power towers in a 15-mile stretch of high-tension wires outside Sheffield. Ray's crew of men are friends, especially Ray with Steve, a young Romeo. Into the mix comes Gerry, an Australian with a spirit of adventure and mountain climbing skills. She wants a job, and against the others' advice, who don't want a woman on the job, Ray hires her. Then she and Ray fall in love. He asks her to marry him, gives her a ring. Steve's jealous; Ray's ex-wife complains that he spends on Gerry, not his own kids, and she predicts that Gerry won't stay around. Plus, there's pressure to finish the job fast. Economics, romance, and wanderlust spark the end.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adore ,"Lil (Naomi Watts) and Roz (Robin Wright) are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Velocity of Gary ,"Valentino is an Ex Adult film star very much in love with his girlfriend Mary Carmen....and boyfriend Gary. Things take a tragic turn when Valentino is rushed to the hospital after collapsing on a city street and is diagnosed with HIV/AIDS...Forcing Mary Carmen and Gary to push aside their jealousy & differences to take care of the man they both love while he is dying. Ultimately finding comfort, understanding, and strength in the other.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mondays in the Sun ,"2001: men without jobs, in the port city of Vigo. Six men worked in a shipyard, now shuttered. They pass the time at La Naval, a bar opened by one of them after the yard closed. They face their futures in makeshift ways: Rico has his bar and a sharp 15-year-old daughter, Reina has become a watchman and a moralizer, Lino fills out job applications, Amador drinks heavily and talks of his wife's return; José is married to Ana, who works at a cannery and tires of being the breadwinner amidst José's emasculated moodiness; Santa, the group's conscience and troublemaker, occasionally fantasizes about Australia. In truth, all are joined like Siamese twins, adrift.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stake Land ,"Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sonny with a Chance             ,Sonny Monroe is destined for stardom after Hollywood producers see a film that she made and put on the Internet. Sonny is soon whisked away from her home in Wisconsin and arrives in Hollywood where she is offered a starring role in her favorite TV show that will change her life.,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Time I Committed Suicide ,"Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence. When his girlfriend, Joan, tries to kill herself he gets scared and runs away. But when Joan reappears will he take the chance at that happiness, or will he turn his back on it?",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Futuro Beach ,"Shortly after failing to rescue a drowning man, Donato meets Konrad, a friend of the victim. They soon begin a relationship which seems doomed from the start, while Donato's past catches up with him.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Happy Day ,"A family weekend is fraught with emotional landmines for mercurial and sensitive Lynn (Barkin) as she arrives at her parents' Annapolis estate for the marriage of her estranged eldest son Dylan (Michael Nardelli), accompanied by her three younger children (Ezra Miller, Kate Bosworth, Daniel Yelsky). Lynn's hopes for a joyful reunion are crushed as her wry but troubled middle son Elliot (Ezra Miller) lobs verbal grenades at his mother and her relatives while daughter Alice (Kate Bosworth), a fights valiantly to keep her longtime demons under control. The weekend quickly unravels as Lynn demands to be heard by her aloof, disdainful mother (Ellen Burstyn), ailing, distant father (George Kennedy) and ever-judgmental sisters (Siobhan Fallon, Diana Scarwid), but most especially by her ex-husband Paul (Thomas Hayden Church) and his hot-tempered second wife Patty (Demi Moore). Confronted with the deeply painful, half-buried truths that have given rise to the family's primal web ofresentments ...",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Lonely Place to Die ,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nothing ,"After a terrible day, two good friends and housemates find the outside world converted into a featureless and empty white void.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Geographer Drank His Globe Away ,"Victor Sluzhkin signs on as a teacher of geography in a secondary school in his native Perm (in the Urals) and gets lost in a haze of hard vodka, desperate love for a nymphet-like student and the stress of educating teenagers. Geographer, as the students immediately dub Sluzhkin, attempts to escape from the grueling, dull, stultifying reality of Russia's provincial life in a rafting tour to the Urals. Accompanied by wild, adventure-seeking adolescents, faced with the numerous grim surprises of the nature, Geographer is poised to find himself and his own truth.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776 ,"The film version of the Broadway musical comedy of the same name. In the days leading up to July 4, 1776, Continental Congressmen John Adams and Benjamin Franklin coerce Thomas Jefferson into writing the Declaration of Independence as a delaying tactic as they try to persuade the American colonies to support a resolution on independence. As George Washington sends depressing messages describing one military disaster after another, the businessmen, landowners and slave holders in Congress all stand in the way of the Declaration, and a single ""nay"" vote will forever end the question of independence. Large portions of spoken and sung dialog are taken directly from the letters and memoirs of the actual participants.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Inescapable ,"One afternoon, on a typical day at work, Adib is confronted with devastating news: His eldest daughter, Muna, has gone missing in Damascus. Now Adib, who has not been back in over 20 years, must return to Syria and deal with his secret past in order to find her. Inescapable is a thriller about a father's desperate search for his daughter and the chaos of the Middle East he left behind.",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hell's Angels ,"Two brothers attending Oxford enlist with the RAF when World War I breaks out. Roy and Monte Rutledge have very different personalities. Monte is a freewheeling womanizer, even with his brother's girlfriend Helen. He also proves to have a yellow streak when it comes to his Night Patrol duties. Roy is made of strong moral fiber and attempts to keep his brother in line. Both volunteer for an extremely risky two man bombing mission for different reasons. Monte wants to lose his cowardly reputation and Roy seeks to protect his brother. Their assignment to knock out a strategic German munitions facility is a booming success, but with a squadron of fighters bearing down on them afterwards, escape seems unlikely.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Purple Violets ,"In New York City, thirty-three year old Patti Petalson is unhappy with her life. Her passion is literature, she having published one book of short stories ten years ago, but not having written anything since. Instead to earn a living, she sells real estate, a job and for a boss she hates. And although unspoken, she hates her husband, self-absorbed restaurateur Chazz Coleman, who doesn't listen to her and does whatever he wants regardless of her. While out for dinner, Patti and her BFF, schoolteacher Kate Scott, run into Brian Callahan and Michael Murphy, who were once Patti and Kate's respective boyfriends, the four who used to do everything together while they were in college, with both relationships ending twelve years ago as they were graduating. Kate has never forgiven self-described lowbrow Murph, now a successful lawyer despite his lack of academic smarts, for what she believed was a sexual indiscretion, while Murph outwardly just wants the opportunity to apologize. However, ...",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Veil ,"Twenty-five years after members of a religious cult committed mass suicide, the lone survivor returns to the scene of the tragedy with a documentary crew in tow.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Loved Ones ,"In order to avoid a ghostly figure in the road, high school senior Brent Mitchell wraps his car around a tree, killing his father. Constantly confronted by his mother's emotional collapse after the accident, Brent escapes into a marijuana fueled world of loud metal music to block the pain and guilt. Dejected and out of sorts, he has a shot at happiness with his girlfriend Holly, a grounded, caring girl with drop dead good looks, a dream date for the high school prom. But his plans are thwarted by a disturbing series of events that take place under a mirrored disco ball, involving pink satin, glitter, syringes, nails, power drills and a secret admirer. Brent has become the prom king at a macabre, sadistic event where he is the entertainment.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No Vacancy ,"When their car breaks down, seven friends on a road trip are forced to stop at a roadside motel for help. With no other option, the friends are convinced to spend the night but soon realize they are trapped, then are tortured and killed off one at a time. Now, they'll need to work together and fight to survive the seemingly helpful group of people who have turned their overnight stay into a dreadful, gory nightmare.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
How to Fall in Love ,"An accountant, who never quite grew out of his awkward teenage years, finds himself with a dating coach - she happens to be his high school crush as well. Thanks to his coach, he gets a pretty woman he has his sights on for some time, but realizes they are incompatible. Meanwhile, his dating lessons with his teenage crush reawaken old feelings. Not realizing the feelings are mutual, he finds himself unable to act on them due to his fear of being rejected by the one he truly loves.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
